"","TeamID","Name","Week","Team.x","Opp","Score","PlayerCompletions","PlayerPassingAttempts","PlayerPassingYds","PlayerPassingTDs","PlayerInterceptions","PlayerSacked","FUM.x","PlayerPassRating","Oppt.x","PlayerRushingAttempts","PlayerRushingYds","Avg","PlayerRushingTDs","PlayerReceptions","PlayerReceivingYds","PlayerReceivingTDs","FG.Made","FG.Att","XP.Made","XP.Att","Pts","Year","GID","Pos","Team.y","h.a","Oppt.y","FD.points","FD.salary","TeamID.y","Team","RunDRk","RushingGamesPlayed","RusingPointsperGameGAllowed","TotalRushingPointsAllowed","TotalRushAttemptsAgainst","RushAttemptsAgainstPerGame","RushYdsAllowed","AverageYardsPerCarryAllowed","RushingYardsPerGameAllowed","RushingTDAllowed","LongestRunAllowed","FirstDownsAllowed","FirstDownPercentageAllowed","20yardsRunOrLongerAllowed","40yardsRunOrLongerAllowed","FumblesCaused","PassDRk","PassingGamesPlayed","PassingPointsperGameGAllowed","TotalPassingPointsAllowed","CompletionsAllowed","TotalPassAttemptsAgainst","CompletionPercentageAllowed","PassAttemptsAgainstPerGame","PassingYdsAllowed","AverageYardsPerPassAllowed","PassingYardsPerGameAllowed","PassingTDAllowed","Interceptions","PassingFirstDownsAllowed","PassingFirstDownPercentageAllowed","LongestPassAllowed","20yardsPassOrLongerAllowed","40yardsPassOrLongerAllowed","Sacs","PassDefenseRating","TotalDRk","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost"
"21",14,"McCluster, Dexter",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,4.5,0,2,9,0,0,0,0,0,0,2016,3953,"RB","SD","t","den","1.36666663487752","4500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"22",14,"McGrath, Sean",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,13,0,1,13,0,0,0,0,0,0,2016,4588,"TE","SD","t","den","0.899999976158142","4500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"23",14,"Rivers, Philip",3,"sd","@ IND","L  22-26",26,39,330,0,0,2,1,92.9,"ind",0,0,0,0,0,0,0,0,0,0,0,0,2016,1231,"QB","SD","t","den","19.5720001220703","8300",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"24",14,"Rivers, Philip",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,1,0,"ind",1,2,2,0,0,0,0,0,0,0,0,0,2016,1231,"QB","SD","t","den","19.5720001220703","8300",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"25",14,"Williams, Tyrell",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,11.5,0,6,69,0,0,0,0,0,0,2016,5432,"WR","SD","t","den","11.6599998474121","6500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"26",17,"Aguayo, Roberto",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",0,0,0,0,0,0,0,0,1,2,3,2,2016,6238,"K","TB","t","car","3","4500",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"27",17,"Brate, Cameron",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",0,0,9.2,0,5,46,2,0,0,0,0,0,2016,4648,"TE","TB","t","car","8.97500038146973","5400",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"28",17,"Evans, Mike",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",0,0,13.2,0,10,132,1,0,0,0,0,0,2016,5253,"WR","TB","t","car","16.75","7900",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"29",17,"Humphries, Adam",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",0,0,11.1,0,9,100,0,0,0,0,0,0,2016,5412,"WR","TB","t","car","7.67500019073486","5100",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"30",17,"Jackson, Vincent",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",0,0,12.3,0,3,37,0,0,0,0,0,0,2016,3550,"WR","TB","t","car","4.92500019073486","5000",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"31",17,"Rodgers, Jacquizz",3,"tb","vs LA","L  32-37",0,0,0,0,0,0,0,0,"la",5,15,3,0,0,0,0,0,0,0,0,0,2016,2818,"RB","TB","t","car","3.03333346048991","5700",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
