Column 0,TeamID,Week,Year.x,GID,Name,Pos,Team.x,h.a,Oppt,FD.points,FD.salary,Team.y,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck,Rate,k,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Year.y,Rk,Scored Labels
11,0,3,2016,5375,"Ward, Terron",RB,ATL,t,no,2.72999992370605,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,2.84896183013916
12,0,3,2016,2805,"DiMarco, Patrick",RB,ATL,t,no,1.29999995231628,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,2.30889296531677
13,0,3,2016,4677,"Hooper, Austin",TE,ATL,t,no,5.90000009536743,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,3.53313732147217
14,0,3,2016,5134,"Robinson, Aldrick",WR,ATL,t,no,5.40000009536743,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,5.99661064147949
15,0,3,2016,3732,"Weems, Eric",WR,ATL,t,no,0,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,4.00731706619263
16,2,3,2016,1151,"Brees, Drew",QB,NO,t,atl,22.9699993133545,9000,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,37.7778968811035
17,2,3,2016,1151,"Brees, Drew",QB,NO,t,atl,22.9699993133545,9000,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,32.5365257263184
18,2,3,2016,5255,"Cooks, Brandin",WR,NO,t,atl,20.3500003814697,8100,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,7.9102954864502
19,2,3,2016,5255,"Cooks, Brandin",WR,NO,t,atl,20.3500003814697,8100,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,11.7025899887085
20,2,3,2016,5287,"Snead, Willie",WR,NO,t,atl,20.7999992370605,7500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,9.43752098083496
21,2,3,2016,5287,"Snead, Willie",WR,NO,t,atl,20.7999992370605,7500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,9.28293418884277
22,2,3,2016,2793,"Ingram, Mark",RB,NO,t,atl,8.19999980926514,6900,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,13.792839050293
23,2,3,2016,2793,"Ingram, Mark",RB,NO,t,atl,8.19999980926514,6900,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,14.0945854187012
24,2,3,2016,4552,"Fleener, Coby",TE,NO,t,atl,2.5,5500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,10.1871089935303
25,2,3,2016,4552,"Fleener, Coby",TE,NO,t,atl,2.5,5500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,6.53750896453857
26,2,3,2016,5459,"Thomas, Michael",WR,NO,t,atl,8.19999980926514,5200,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,3.06767988204956
27,2,3,2016,5459,"Thomas, Michael",WR,NO,t,atl,8.19999980926514,5200,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,1.86035990715027
28,2,3,2016,2869,"Cadet, Travaris",RB,NO,t,atl,5.84999990463257,5100,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,12.5003337860107
29,2,3,2016,2869,"Cadet, Travaris",RB,NO,t,atl,5.84999990463257,5100,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,15.678617477417
30,2,3,2016,1227,"McCown, Luke",QB,NO,t,atl,6.19999980926514,5000,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,2.26737642288208
31,2,3,2016,1227,"McCown, Luke",QB,NO,t,atl,6.19999980926514,5000,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,-2.07627248764038
32,2,3,2016,2604,"Hightower, Tim",RB,NO,t,atl,1.20000004768372,4800,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,6.61968612670898
33,2,3,2016,2604,"Hightower, Tim",RB,NO,t,atl,1.20000004768372,4800,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,10.9594841003418
34,2,3,2016,5326,"Coleman, Brandon",WR,NO,t,atl,2.5,4600,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,3.04614782333374
35,2,3,2016,5326,"Coleman, Brandon",WR,NO,t,atl,2.5,4600,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,-1.39439678192139
36,2,3,2016,2775,"Spiller, C.J.",RB,NO,t,atl,4.93076911339393,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,1.36802506446838
37,2,3,2016,2775,"Spiller, C.J.",RB,NO,t,atl,4.93076911339393,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,-0.0206570625305176
38,2,3,2016,4499,"Hoomanawanui, Michael",TE,NO,t,atl,2.91000003814697,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,3.25537276268005
39,2,3,2016,4499,"Hoomanawanui, Michael",TE,NO,t,atl,2.91000003814697,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,2.05953907966614
40,2,3,2016,2549,"Kuhn, John",RB,NO,t,atl,1.20000004768372,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,2.33526372909546
41,2,3,2016,2549,"Kuhn, John",RB,NO,t,atl,1.20000004768372,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,1.15702700614929
42,2,3,2016,4597,"Stoneburner, Jake",TE,NO,t,atl,6.40000025431315,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,3.1267077922821
43,2,3,2016,4597,"Stoneburner, Jake",TE,NO,t,atl,6.40000025431315,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,3.74989175796509
44,2,3,2016,5487,"Lasco, Daniel",RB,NO,t,atl,0,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,1.5510675907135
45,2,3,2016,5487,"Lasco, Daniel",RB,NO,t,atl,0,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,0.57892107963562
46,2,3,2016,6239,"Lutz, Wil",K,NO,t,atl,9.5,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,4.34625053405762
47,2,3,2016,6239,"Lutz, Wil",K,NO,t,atl,9.5,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,5.41121482849121
48,2,3,2016,5396,"Murphy, Marcus",RB,NO,t,atl,0,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,1.03748202323914
49,2,3,2016,5396,"Murphy, Marcus",RB,NO,t,atl,0,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,0.129715442657471
50,2,3,2016,5123,"Brown, Vincent",WR,NO,t,atl,2.70000004768372,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,2.25778365135193
51,2,3,2016,5123,"Brown, Vincent",WR,NO,t,atl,2.70000004768372,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,1.97741651535034
52,2,3,2016,5496,"Lewis, Tommylee",WR,NO,t,atl,0.400000005960464,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,1.631667137146
53,2,3,2016,5496,"Lewis, Tommylee",WR,NO,t,atl,0.400000005960464,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,1.11937761306763
54,2,3,2016,4586,"Hill, Josh",TE,NO,t,atl,2.46153846153846,4500,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,2.53612279891968
55,2,3,2016,4586,"Hill, Josh",TE,NO,t,atl,2.46153846153846,4500,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,1.79079484939575
56,6,3,2016,5444,"Elliott, Ezekiel",RB,DAL,t,chi,12.6999998092651,8100,Chicago Bears,22,16,24.8,397,433,27.1,1934,4.5,120.9,9,44T,103,23.8,5,1,6,4,16,24.8,397,322,512,62.9,32,3593,7.5,224.6,31,8,182,35.5,71T,52,10,35,99.3,14,16,248,397,980,345.4,5.6,19.2,89,201,44,5,12,42,98,895,29:26,18,9,2016,NA,8.36128425598145
57,6,3,2016,5444,"Elliott, Ezekiel",RB,DAL,t,chi,12.6999998092651,8100,Chicago Bears,22,2,26,52,67,33.5,229,3.4,114.5,2,30,12,17.9,1,0,1,6,2,26,52,43,69,62.3,34.5,395,6.1,197.5,3,1,24,34.8,35,6,0,4,87.9,NA,2,26,52,140,312,4.5,19,15,35,43,3,3,100,11,103,36:12,1,0,NA,9,9.63386535644531
58,6,3,2016,3891,"Bryant, Dez",WR,DAL,t,chi,7.5,7900,Chicago Bears,22,16,24.8,397,433,27.1,1934,4.5,120.9,9,44T,103,23.8,5,1,6,4,16,24.8,397,322,512,62.9,32,3593,7.5,224.6,31,8,182,35.5,71T,52,10,35,99.3,14,16,248,397,980,345.4,5.6,19.2,89,201,44,5,12,42,98,895,29:26,18,9,2016,NA,20.0968952178955
59,6,3,2016,3891,"Bryant, Dez",WR,DAL,t,chi,7.5,7900,Chicago Bears,22,2,26,52,67,33.5,229,3.4,114.5,2,30,12,17.9,1,0,1,6,2,26,52,43,69,62.3,34.5,395,6.1,197.5,3,1,24,34.8,35,6,0,4,87.9,NA,2,26,52,140,312,4.5,19,15,35,43,3,3,100,11,103,36:12,1,0,NA,9,20.4757480621338
60,6,3,2016,1501,"Prescott, Dak",QB,DAL,t,chi,14.2799997329712,7100,Chicago Bears,22,16,24.8,397,433,27.1,1934,4.5,120.9,9,44T,103,23.8,5,1,6,4,16,24.8,397,322,512,62.9,32,3593,7.5,224.6,31,8,182,35.5,71T,52,10,35,99.3,14,16,248,397,980,345.4,5.6,19.2,89,201,44,5,12,42,98,895,29:26,18,9,2016,NA,19.6665344238281
61,6,3,2016,1501,"Prescott, Dak",QB,DAL,t,chi,14.2799997329712,7100,Chicago Bears,22,2,26,52,67,33.5,229,3.4,114.5,2,30,12,17.9,1,0,1,6,2,26,52,43,69,62.3,34.5,395,6.1,197.5,3,1,24,34.8,35,6,0,4,87.9,NA,2,26,52,140,312,4.5,19,15,35,43,3,3,100,11,103,36:12,1,0,NA,9,18.7177906036377
62,6,3,2016,4262,"Witten, Jason",TE,DAL,t,chi,8.85000038146973,6000,Chicago Bears,22,16,24.8,397,433,27.1,1934,4.5,120.9,9,44T,103,23.8,5,1,6,4,16,24.8,397,322,512,62.9,32,3593,7.5,224.6,31,8,182,35.5,71T,52,10,35,99.3,14,16,248,397,980,345.4,5.6,19.2,89,201,44,5,12,42,98,895,29:26,18,9,2016,NA,12.4808540344238
63,6,3,2016,4262,"Witten, Jason",TE,DAL,t,chi,8.85000038146973,6000,Chicago Bears,22,2,26,52,67,33.5,229,3.4,114.5,2,30,12,17.9,1,0,1,6,2,26,52,43,69,62.3,34.5,395,6.1,197.5,3,1,24,34.8,35,6,0,4,87.9,NA,2,26,52,140,312,4.5,19,15,35,43,3,3,100,11,103,36:12,1,0,NA,9,5.68975257873535
64,6,3,2016,2871,"Morris, Alfred",RB,DAL,t,chi,5.09999990463257,5400,Chicago Bears,22,16,24.8,397,433,27.1,1934,4.5,120.9,9,44T,103,23.8,5,1,6,4,16,24.8,397,322,512,62.9,32,3593,7.5,224.6,31,8,182,35.5,71T,52,10,35,99.3,14,16,248,397,980,345.4,5.6,19.2,89,201,44,5,12,42,98,895,29:26,18,9,2016,NA,0.515848636627197
