"","TeamID","Name","Week","Team.x","Oppt.x","Opp","Score","PlayerCompletions","PlayerPassingAttempts","PlayerPassingYds","PlayerPassingTDs","PlayerInterceptions","PlayerSacked","FUM.x","PlayerPassRating","PlayerRushingAttempts","PlayerRushingYds","Avg.x","PlayerRushingTDs","FUM.y","PlayerReceptions","PlayerReceivingYds","Avg.y","PlayerReceivingTDs","FUM.x","FG.Made","FG.Att","XP.Made","XP.Att","Pts","Year","GID","Pos","Team.y","h.a","Oppt.y","FD.points","FD.salary","TeamID.y","Team","RunDRk","RushingGamesPlayed","RusingPointsperGameGAllowed","TotalRushingPointsAllowed","TotalRushAttemptsAgainst","RushAttemptsAgainstPerGame","RushYdsAllowed","AverageYardsPerCarryAllowed","RushingYardsPerGameAllowed","RushingTDAllowed","LongestRunAllowed","FirstDownsAllowed","FirstDownPercentageAllowed","20yardsRunOrLongerAllowed","40yardsRunOrLongerAllowed","FumblesCaused","PassDRk","PassingGamesPlayed","PassingPointsperGameGAllowed","TotalPassingPointsAllowed","CompletionsAllowed","TotalPassAttemptsAgainst","CompletionPercentageAllowed","PassAttemptsAgainstPerGame","PassingYdsAllowed","AverageYardsPerPassAllowed","PassingYardsPerGameAllowed","PassingTDAllowed","Interceptions","PassingFirstDownsAllowed","PassingFirstDownPercentageAllowed","LongestPassAllowed","20yardsPassOrLongerAllowed","40yardsPassOrLongerAllowed","Sacs","PassDefenseRating","TotalDRk","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost"
"12",14,"Gordon, Melvin",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,16,35,2.2,1,0,4,43,10.8,0,0,0,0,0,0,0,2016,2991,"RB","SD","t","den","17.4199996948242","7700",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"13",14,"Henry, Hunter",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,15.2,0,1,0,0,0,0,0,2016,4675,"TE","SD","t","den","9.80000019073486","5400",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"14",14,"Inman, Dontrelle",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,10.7,0,0,0,0,0,0,0,2016,5097,"WR","SD","t","den","5.85999984741211","6100",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"15",14,"Lambo, Josh",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,10,2016,6233,"K","SD","t","den","9.2","4600",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"16",14,"McCluster, Dexter",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4.5,0,0,0,0,0,0,0,2016,3953,"RB","SD","t","den","1.36666663487752","4500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"17",14,"McGrath, Sean",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,0,0,0,0,0,0,0,2016,4588,"TE","SD","t","den","0.899999976158142","4500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"18",14,"Rivers, Philip",3,"sd","ind","@ IND","L  22-26",26,39,330,0,0,2,1,92.9,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2016,1231,"QB","SD","t","den","19.5720001220703","8300",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"19",14,"Williams, Tyrell",3,"sd","ind","@ IND","L  22-26",0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,11.5,0,0,0,0,0,0,0,2016,5432,"WR","SD","t","den","11.6599998474121","6500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"20",17,"Aguayo, Roberto",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2016,6238,"K","TB","t","car","3","4500",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"21",17,"Brate, Cameron",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,9.2,2,0,0,0,0,0,0,2016,4648,"TE","TB","t","car","8.97500038146973","5400",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"22",17,"Evans, Mike",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,0,0,0,0,0,10,132,13.2,1,0,0,0,0,0,0,2016,5253,"WR","TB","t","car","16.75","7900",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"23",17,"Humphries, Adam",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,11.1,0,0,0,0,0,0,0,2016,5412,"WR","TB","t","car","7.67500019073486","5100",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"24",17,"Jackson, Vincent",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,12.3,0,0,0,0,0,0,0,2016,3550,"WR","TB","t","car","4.92500019073486","5000",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"25",17,"Rodgers, Jacquizz",3,"tb","la","vs LA","L  32-37",0,0,0,0,0,0,0,0,5,15,3,0,0,1,8,8,0,0,0,0,0,0,0,2016,2818,"RB","TB","t","car","3.03333346048991","5700",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"26",17,"Winston, Jameis",3,"tb","la","vs LA","L  32-37",36,58,405,3,1,2,1,93,4,13,3.2,0,1,0,0,0,0,0,0,0,0,0,0,2016,1465,"QB","TB","t","car","18.6800003051758","7400",5,17,28,5,21.2,106,140,28,611,4.4,122.2,5,20,35,25,5,1,1,14,5,21.2,106,119,198,60.1,39.6,10,6.5,242.4,7,4,64,32.3,9,13,1,9,82.4,19,5,21.2,106,347,364.6,5.3,23.2,30,71,42,3,4,75,34,309,22,10,5
"27",19,"Anderson, Derek",3,"car","min","vs MIN","L  10-22",1,1,3,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1239,"QB","CAR","t","tb","7.5","5000",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"28",19,"Artis-Payne, Cameron",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,12,47,3.9,0,0,1,11,11,0,0,0,0,0,0,0,2016,2999,"RB","CAR","t","tb","3.75","5800",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"29",19,"Benjamin, Kelvin",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5257,"WR","CAR","t","tb","13.9499998092651","7500",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"30",19,"Brown, Corey",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,14.2,0,0,0,0,0,0,0,2016,5362,"WR","CAR","t","tb","6.40000009536743","4700",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"31",19,"Dickson, Ed",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23,0,0,0,0,0,0,0,2016,4482,"TE","CAR","t","tb","1.83333333333333","4500",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"32",19,"Funchess, Devin",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5381,"WR","CAR","t","tb","4.22499990463257","5200",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"33",19,"Gano, Graham",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2016,6172,"K","CAR","t","tb","9.75","4900",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"34",19,"Olsen, Greg",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,10.7,0,0,0,0,0,0,0,2016,4368,"TE","CAR","t","tb","14.875","8000",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"35",19,"Whittaker, Fozzy",3,"car","min","vs MIN","L  10-22",0,0,0,0,0,0,0,0,5,22,4.4,0,0,5,34,6.8,0,0,0,0,0,0,0,2016,2916,"RB","CAR","t","tb","9.14999961853027","6100",30,19,6,5,12.6,63,105,21,389,3.7,77.8,3,2,23,21.9,0,0,3,8,5,12.6,63,111,200,55.5,40,3,6,209.8,4,7,53,26.5,19,11,1,19,65.3,4,5,12.6,63,324,287.6,4.4,18.2,23,68,34,0,6,0,30,231,8,8,5
"36",20,"Griffin, Ryan",3,"hou","ne","@ NE","L  0-27",0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,6.5,0,0,0,0,0,0,0,2016,1450,"QB","TB","t","car","0","5000",5,20,9,5,14.8,74,116,23.2,432,3.7,86.4,2,16,26,22.4,1,1,5,19,5,14.8,74,127,197,64.5,39.4,13,6.8,258.6,7,4,70,35.5,1,15,0,9,87.7,12,5,14.8,74,322,345,5.4,20.8,29,65,45,0,5,0,28,245,9,8,4
"37",20,"Griffin, Ryan",3,"hou","ne","@ NE","L  0-27",0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,6.5,0,0,0,0,0,0,0,2016,4592,"QB","TB","t","car","0","5000",5,20,9,5,14.8,74,116,23.2,432,3.7,86.4,2,16,26,22.4,1,1,5,19,5,14.8,74,127,197,64.5,39.4,13,6.8,258.6,7,4,70,35.5,1,15,0,9,87.7,12,5,14.8,74,322,345,5.4,20.8,29,65,45,0,5,0,28,245,9,8,4
