Mass	Polarity	Intensity	Start	End
369.2395325	Positive	1997888.306	9.533300416	9.833300416
369.239624	Positive	4480820.174	10.05001764	10.35001764
369.2400818	Positive	118216.124	11.6961473	11.9961473
369.2401428	Positive	648895.1061	9.109241192	9.409241192
369.2404175	Positive	1019805.647	10.19441783	10.49441783
369.2413635	Positive	1622872.495	10.28456133	10.58456133
369.2424316	Positive	2856510.123	10.4375851	10.7375851
369.2489319	Positive	203758.233	3.365005424	3.665005424
369.2604675	Positive	954351.7064	9.305557672	9.605557672
369.2604675	Positive	2409678.13	10.56942473	10.86942473
369.2619629	Positive	884090.0326	7.600931684	7.900931684
369.262146	Positive	712721.4746	7.379427328	7.679427328
369.2626953	Positive	192196.2871	7.864289484	8.164289484
369.2626953	Positive	1674855.535	10.0846712	10.3846712
369.2631226	Positive	866906.9385	8.407146038	8.707146038
369.2745972	Positive	129126.1376	8.19443131	8.49443131
370.2950439	Positive	163597.4035	9.649021334	9.949021334
369.2979126	Positive	1270466.115	8.779506474	9.079506474
369.2984009	Positive	375423.3419	8.801367411	9.101367411
369.2989807	Positive	2396499.739	11.81213091	12.11213091
369.2990723	Positive	3966943.986	11.3494437	11.6494437
369.2991333	Positive	240073.2003	8.749044995	9.049044995
369.2992859	Positive	417126.2532	10.19337686	10.49337686
369.2992859	Positive	4594670.499	11.19828359	11.49828359
369.2992859	Positive	4733221.327	11.20004138	11.50004138
369.3011475	Positive	868836.6115	10.05962341	10.35962341
369.3140564	Positive	338760.4205	12.5194933	12.8194933
369.3467102	Positive	2390227.132	11.44462512	11.74462512
369.3469849	Positive	738549.5833	9.49651427	9.79651427
369.3470154	Positive	373821.9271	10.96054314	11.26054314
370.1123657	Positive	2557071.142	3.607483437	3.907483437
370.1127014	Positive	368287.4323	2.606719236	2.906719236
370.1288452	Positive	59354.07731	3.058050163	3.358050163
371.1308289	Positive	116006.6954	2.853707436	3.153707436
370.1371765	Positive	2615447.59	7.665344776	7.965344776
370.137207	Positive	1979449.953	7.916883975	8.216883975
370.1375732	Positive	929373.1344	7.194120693	7.494120693
370.148407	Positive	301636.3372	3.149786579	3.449786579
370.1488342	Positive	155659.1427	2.990552663	3.290552663
370.149231	Positive	661579.9438	3.305970727	3.605970727
370.1703186	Positive	40160180.38	0.608405388	0.908405388
370.1703186	Positive	94945329.3	0.854214105	1.154214105
370.1703491	Positive	29730469.38	0.421891441	0.721891441
370.1703491	Positive	36917836.04	0.628410027	0.928410027
370.1703491	Positive	3998397.38	3.270209944	3.570209944
370.1704102	Positive	32564962.22	0.559875905	0.859875905
370.1704407	Positive	3178048.732	1.006532206	1.306532206
370.1705017	Positive	1534749.946	1.491829153	1.791829153
370.1764832	Positive	304819.4329	5.125472008	5.425472008
370.1855774	Positive	132132.3889	1.245167258	1.545167258
370.2014771	Positive	131899.0508	8.876812804	9.176812804
370.2062988	Positive	103525.1201	3.275562469	3.575562469
370.2073975	Positive	1216773.555	0.336458496	0.636458496
370.2218628	Positive	349237.6859	3.089177941	3.389177941
370.2221069	Positive	316159.4565	2.825897493	3.125897493
370.2235107	Positive	63406.5053	4.482399298	4.782399298
370.2391357	Positive	70460.3687	4.948504786	5.248504786
370.239502	Positive	53794.31162	5.782681449	6.082681449
370.2568665	Positive	363119.8557	9.266136863	9.566136863
370.2572937	Positive	528199.4908	9.164118214	9.464118214
370.2577515	Positive	84720.45116	7.261753281	7.561753281
370.2579041	Positive	170226.9582	11.56077783	11.86077783
370.2583618	Positive	748026.8354	9.14198411	9.44198411
370.2583618	Positive	203378.23	11.60194369	11.90194369
370.2583923	Positive	102734.5468	8.081606907	8.381606907
370.258606	Positive	102383.2663	7.50005891	7.80005891
370.2614136	Positive	1154344.235	10.92803813	11.22803813
370.2936096	Positive	2523955.062	10.37618127	10.67618127
370.2937927	Positive	311344.9048	11.32393125	11.62393125
370.2940063	Positive	33001246.98	11.11561586	11.41561586
370.2940063	Positive	543080.875	11.22198702	11.52198702
370.2941895	Positive	3500918.507	11.00433265	11.30433265
370.2943726	Positive	20674295.75	10.76220812	11.06220812
370.3303223	Positive	193125.8632	9.600302434	9.900302434
370.3303223	Positive	843383.6936	9.71325563	10.01325563
370.3303833	Positive	29522567.19	11.55169761	11.85169761
370.3304749	Positive	1555427.427	10.75304434	11.05304434
370.330658	Positive	472324.5375	12.81323282	13.11323282
370.3314819	Positive	74881.00557	8.882001199	9.182001199
370.367157	Positive	625629.6584	11.48115423	11.78115423
370.7169495	Positive	934907.4394	8.216899921	8.516899921
371.0084839	Positive	149330.8081	0.163870739	0.463870739
371.0984497	Positive	224672.7866	0.389901994	0.689901994
371.0996399	Positive	340939.211	12.56585547	12.86585547
371.1000061	Positive	2130987.956	12.0156405	12.3156405
371.1003723	Positive	197933.2102	0.427076514	0.727076514
371.1004028	Positive	1202527.124	12.31687927	12.61687927
371.1155396	Positive	1016210.753	9.182901447	9.482901447
371.1268005	Positive	151089.5771	4.288156613	4.588156613
371.1307678	Positive	497762.8926	2.883011615	3.183011615
371.145874	Positive	747118.125	5.57403388	5.87403388
371.1460266	Positive	3503177.553	6.146558108	6.446558108
371.1460571	Positive	3065564.355	6.050087585	6.350087585
371.1462708	Positive	756935.1738	4.976296397	5.276296397
371.1468506	Positive	923727.5246	4.499595016	4.799595016
371.1468506	Positive	667582.7434	4.810600252	5.110600252
371.1472473	Positive	1545249.211	5.30417591	5.60417591
371.1474609	Positive	998112.191	5.170610695	5.470610695
371.1477966	Positive	602082.983	4.635257578	4.935257578
371.1618042	Positive	1314381.865	10.30614098	10.60614098
371.1619263	Positive	753680.9698	10.42970307	10.72970307
371.1658936	Positive	223404.1416	5.052399324	5.352399324
371.166687	Positive	28025263.11	3.536235236	3.836235236
371.166748	Positive	8252765.717	3.199445799	3.499445799
371.1667786	Positive	13060089.59	4.12822929	4.42822929
371.1668701	Positive	13062605.9	3.177721481	3.477721481
371.1669006	Positive	41089891.35	3.406519476	3.706519476
371.1669006	Positive	914092.2151	4.622994992	4.922994992
371.1669006	Positive	1611127.316	5.372290449	5.672290449
371.1669617	Positive	4806131.745	3.793138761	4.093138761
372.1700134	Positive	257522.4313	6.065426346	6.365426346
371.1669922	Positive	1563427.695	2.936330259	3.236330259
371.1669922	Positive	18322154.17	4.338505468	4.638505468
371.1669922	Positive	652442.0524	4.770834012	5.070834012
371.1671143	Positive	2090479.688	4.491850377	4.791850377
371.1672363	Positive	1808093.357	2.286309101	2.586309101
371.1694336	Positive	234951.4878	5.655243234	5.955243234
371.1815796	Positive	155235.6665	7.503867039	7.803867039
371.1815796	Positive	82919.55564	7.543304871	7.843304871
371.1820068	Positive	4837354.707	10.12809214	10.42809214
371.1829224	Positive	112595.9015	8.068978692	8.368978692
371.1836548	Positive	71789.84226	8.583668934	8.883668934
371.1947632	Positive	606754.7386	8.74360874	9.04360874
371.1951904	Positive	610752.322	9.269494113	9.569494113
371.195343	Positive	11360463.99	9.109607683	9.409607683
371.1956787	Positive	6892768.44	8.992402479	9.292402479
371.1957092	Positive	880210.1751	9.199833159	9.499833159
371.2036133	Positive	94004.88438	6.175916955	6.475916955
371.2036133	Positive	200347.2113	6.293431177	6.593431177
371.2053833	Positive	298673.242	4.633759628	4.933759628
371.2054138	Positive	296261.3217	5.994889804	6.294889804
371.2055664	Positive	3041720.693	5.65048745	5.95048745
371.2058105	Positive	14590367.34	5.714938708	6.014938708
371.2058411	Positive	12093359.08	5.463833595	5.763833595
371.2134705	Positive	190348.3032	9.610458954	9.910458954
371.2156067	Positive	1170706.059	5.155807828	5.455807828
371.2161255	Positive	81611.54444	2.937568338	3.237568338
371.2172852	Positive	1890239.759	0.421636738	0.721636738
371.2193909	Positive	256985.0512	8.331484263	8.631484263
371.2196655	Positive	349177.5146	10.78745601	11.08745601
371.221405	Positive	757280.2445	10.33782881	10.63782881
371.2270203	Positive	375133.8159	4.046137696	4.346137696
371.227478	Positive	360248.0342	3.436098371	3.736098371
371.2285156	Positive	685192.4952	1.093743309	1.393743309
371.2285767	Positive	249108.2522	1.883882903	2.183882903
371.2286682	Positive	174388.3761	2.604523536	2.904523536
371.2316589	Positive	674292.0548	11.41666981	11.71666981
371.2328796	Positive	1352229.829	10.12198313	10.42198313
371.2384644	Positive	418912.2876	11.72255981	12.02255981
371.2390747	Positive	237774.6019	10.3916052	10.6916052
371.2391052	Positive	353647.4077	11.66346119	11.96346119
371.2414856	Positive	634308.9889	11.13754888	11.43754888
372.2434082	Positive	426254.2734	9.296688417	9.596688417
371.2424622	Positive	711716.425	9.883652023	10.18365202
371.2425232	Positive	1037459.933	9.975791832	10.27579183
371.2429504	Positive	491866.2193	11.24412718	11.54412718
371.2442932	Positive	260008.2415	8.891299131	9.191299131
371.2560425	Positive	612577.629	10.21469619	10.51469619
371.2565613	Positive	379214.6959	10.06915942	10.36915942
371.2567749	Positive	543150.6032	10.2375113	10.5375113
371.2567749	Positive	512782.2039	10.29363485	10.59363485
371.2573853	Positive	376406.3018	11.13335256	11.43335256
371.2577515	Positive	1479987.211	10.43264036	10.73264036
371.258606	Positive	1928302.036	10.52494891	10.82494891
371.2592773	Positive	227263.1368	9.639545742	9.939545742
371.2593689	Positive	1755254.569	10.49361359	10.79361359
371.2611389	Positive	168755.6837	8.852262712	9.152262712
371.2642822	Positive	1994601.856	3.841015478	4.141015478
371.2781982	Positive	7350774.528	11.08634264	11.38634264
371.2783203	Positive	3692841.599	10.75493721	11.05493721
371.2785034	Positive	367490.8042	11.92418312	12.22418312
371.2786255	Positive	498449.4307	11.9751896	12.2751896
371.2787476	Positive	1812553.404	10.55185669	10.85185669
371.2907715	Positive	295550.9005	12.40614396	12.70614396
371.2937927	Positive	180804.2972	12.24700903	12.54700903
371.2952576	Positive	1228779.079	11.83473419	12.13473419
371.2957764	Positive	7752090.165	11.11604058	11.41604058
371.3143921	Positive	83213297.65	12.51046449	12.81046449
371.3151855	Positive	1014135.771	0	0.276769744
371.3260193	Positive	750771.602	11.40009811	11.70009811
371.3262024	Positive	118851526.3	10.48788168	10.78788168
371.329071	Positive	602320.0711	11.79503261	12.09503261
371.7077637	Positive	57304.96099	2.582976325	2.882976325
371.7158203	Positive	51347.92	8.18542063	8.48542063
371.7486877	Positive	107251.2154	4.926421323	5.226421323
371.7496033	Positive	418587.7999	4.593810535	4.893810535
371.7497253	Positive	87637.9883	4.972988782	5.272988782
371.7498779	Positive	670135.1179	4.476947177	4.776947177
371.75	Positive	320993.4056	4.63329511	4.93329511
371.7500916	Positive	647816.7901	4.520058511	4.820058511
372.0723877	Positive	258886.4333	2.818650772	3.118650772
372.112854	Positive	34895970.74	0.159767547	0.459767547
372.1281128	Positive	197528.228	3.301682992	3.601682992
372.128479	Positive	392814.9547	3.131272438	3.431272438
372.1351318	Positive	5111848.82	9.182566057	9.482566057
372.1408081	Positive	996982.2108	4.052286267	4.352286267
372.1495667	Positive	78645.35893	4.469068718	4.769068718
372.1834717	Positive	205780.8686	4.779518123	5.079518123
372.1994019	Positive	183558.0953	5.802605116	6.102605116
372.1999207	Positive	62005.17344	4.474073901	4.774073901
372.2014771	Positive	146122.3403	3.931052631	4.231052631
372.2158508	Positive	93800.40729	9.643984849	9.943984849
372.2163696	Positive	208339.0432	10.63340722	10.93340722
372.2166443	Positive	58968.74774	8.995407623	9.295407623
372.2167969	Positive	72772.56283	8.914026245	9.214026245
372.2182312	Positive	1016912.521	9.939048292	10.23904829
372.2185364	Positive	95042.24661	5.16346577	5.46346577
372.2185669	Positive	219661.32	10.46362186	10.76362186
372.2198486	Positive	264649.3086	8.73114577	9.03114577
372.2375793	Positive	2060564.971	8.158230851	8.458230851
372.2406006	Positive	1022010.441	10.02739159	10.32739159
372.2427673	Positive	1755203.672	9.089627822	9.389627822
372.2433472	Positive	1439708.298	9.137895585	9.437895585
372.2439575	Positive	668164.3822	9.27337053	9.57337053
372.2450256	Positive	192617.3462	9.879111856	10.17911186
372.2453308	Positive	264744.0738	9.977241966	10.27724197
372.2485046	Positive	2390572.558	0.306722518	0.606722518
372.2485352	Positive	624104.2473	3.365935768	3.665935768
372.2515564	Positive	145571.9472	9.52783454	9.82783454
372.2536011	Positive	142484.8265	4.785239854	5.085239854
372.2552795	Positive	759695.1463	12.06369282	12.36369282
372.2556763	Positive	218232.5261	6.23234861	6.53234861
372.2726135	Positive	941345.2808	10.96255338	11.26255338
372.2727966	Positive	92907.40582	6.819443475	7.119443475
372.273407	Positive	412359.1338	10.03799121	10.33799121
372.273407	Positive	7681496.943	11.05537503	11.35537503
372.2737427	Positive	240558.3278	9.734058004	10.034058
372.2739868	Positive	939697.7119	9.23684392	9.53684392
372.2742004	Positive	95240.56507	7.712639543	8.012639543
372.2742004	Positive	150496.1203	7.823457536	8.123457536
372.2749939	Positive	144032.693	8.108336286	8.408336286
372.2910156	Positive	1464028.264	11.23131642	11.53131642
372.3092957	Positive	2417529.06	11.79386304	12.09386304
372.3094788	Positive	2510950.336	10.22817631	10.52817631
372.3096008	Positive	459905.1283	11.96692823	12.26692823
372.3096924	Positive	2359112.789	10.25908577	10.55908577
372.3096924	Positive	173633754.2	11.45649983	11.75649983
372.3097534	Positive	2709204.156	11.14808315	11.44808315
372.3097534	Positive	17672459.68	11.34796943	11.64796943
372.3097534	Positive	29424162.66	11.73488147	12.03488147
372.3099976	Positive	5423513.879	10.68281371	10.98281371
372.3100281	Positive	7960746.029	10.74144841	11.04144841
372.3101196	Positive	1414007.718	10.48526075	10.78526075
372.3101196	Positive	5044383.239	10.68840398	10.98840398
372.31073	Positive	2471946.115	10.52886925	10.82886925
372.3287354	Positive	260204.0716	11.38910118	11.68910118
372.3463135	Positive	7419559.187	10.77825042	11.07825042
372.3464355	Positive	85027.22004	9.448504195	9.748504195
372.3466492	Positive	5328161.164	10.55776023	10.85776023
372.3467407	Positive	809344.0681	12.82423153	13.12423153
372.2741089	Positive	59736.02513	6.633247508	6.933247508
372.7392578	Positive	85781.83804	4.130408392	4.430408392
373.0883179	Positive	762340.2577	7.920128091	8.220128091
373.0888062	Positive	8777082.186	8.312401279	8.612401279
373.0890198	Positive	1122456.86	2.676314415	2.976314415
373.0891113	Positive	5787681.182	8.288634804	8.588634804
373.0965271	Positive	1749513.446	10.94626288	11.24626288
373.0965576	Positive	1859121.054	11.44453979	11.74453979
373.0968628	Positive	1068496.991	10.90163853	11.20163853
373.0968933	Positive	872235.3221	10.24292892	10.54292892
373.0969849	Positive	176441.8779	11.21418966	11.51418966
373.1064453	Positive	78441.25851	2.662439799	2.962439799
373.1098938	Positive	168338.4904	2.716388378	3.016388378
373.117157	Positive	264476.9908	0.263364464	0.563364464
373.1247864	Positive	163344.633	2.891802995	3.191802995
373.1269531	Positive	5476509.26	7.95044139	8.25044139
373.1273499	Positive	465025115.3	8.82529072	9.12529072
373.1274414	Positive	9131777.432	8.572879384	8.872879384
373.127533	Positive	2854192.773	8.117932699	8.417932699
373.1278687	Positive	1203951.769	9.147177763	9.447177763
373.1279297	Positive	1763468.255	8.604592349	8.904592349
373.1279602	Positive	5628355.22	8.504351071	8.804351071
373.1429749	Positive	222809.0285	6.152273889	6.452273889
373.1455994	Positive	125800.559	4.97211558	5.27211558
373.1484375	Positive	1252571.515	3.496751705	3.796751705
373.1485291	Positive	80248.45798	3.385807244	3.685807244
373.1487122	Positive	656984.9845	4.569038947	4.869038947
373.1490479	Positive	710551.6096	4.044550267	4.344550267
373.1611023	Positive	139734.973	5.649890095	5.949890095
373.162323	Positive	58853.35901	5.773664762	6.073664762
373.1636963	Positive	135729.8158	2.813088939	3.113088939
373.164917	Positive	106419.3309	2.963821057	3.263821057
373.1673584	Positive	4166408.517	3.916051068	4.216051068
373.1781616	Positive	365459.5949	0.849955607	1.149955607
373.182251	Positive	4399255.306	7.3641669	7.6641669
373.1825256	Positive	968457.4234	3.151485622	3.451485622
373.1825562	Positive	902793.7727	3.776963774	4.076963774
373.1827087	Positive	4222775.662	3.070880962	3.370880962
373.1827698	Positive	9099548.843	2.524523697	2.824523697
373.1828003	Positive	328955.0346	7.207110582	7.507110582
373.1828308	Positive	5192684.482	6.394734688	6.694734688
373.1829834	Positive	675032.2411	3.454386192	3.754386192
373.1830444	Positive	1362367.31	6.634467298	6.934467298
373.183075	Positive	8721489.521	6.306076487	6.606076487
373.183136	Positive	1229053.215	10.37216219	10.67216219
373.1832275	Positive	1666321.462	10.4220645	10.7220645
373.1920166	Positive	376231.4834	8.885729997	9.185729997
373.1922302	Positive	3522390.368	9.110051378	9.410051378
373.1925049	Positive	2204832.599	8.991164864	9.291164864
373.1952515	Positive	139879.332	2.315180444	2.615180444
373.1976318	Positive	5693191.447	10.16589098	10.46589098
373.2090149	Positive	632558.0258	8.764916189	9.064916189
373.2106323	Positive	219789.7867	10.40762705	10.70762705
373.211731	Positive	55238.44188	6.243266726	6.543266726
373.221344	Positive	2940023.574	5.825853283	6.125853283
373.2323608	Positive	486579.0378	10.62074605	10.92074605
373.2329102	Positive	115284.5422	2.861184372	3.161184372
373.2333984	Positive	449468.473	10.15495569	10.45495569
373.23349	Positive	162102.9382	10.56260376	10.86260376
373.2341614	Positive	242532.1571	10.77864014	11.07864014
373.2341919	Positive	1406862.694	10.90578899	11.20578899
373.2431335	Positive	316814.1691	3.351029231	3.651029231
373.2433472	Positive	337634.415	3.154377947	3.454377947
373.2436829	Positive	382660.5829	4.370015522	4.670015522
373.2437134	Positive	425939.5723	3.130255781	3.430255781
373.2445374	Positive	265212.7832	4.509385505	4.809385505
373.2557983	Positive	682225.2757	9.169192543	9.469192543
373.257843	Positive	7264312.601	10.63168062	10.93168062
373.2704773	Positive	5899360.319	11.17288109	11.47288109
373.2707214	Positive	638134.1235	11.8308224	12.1308224
373.2720642	Positive	661633.7692	11.34738194	11.64738194
373.2802734	Positive	610300.956	3.379823489	3.679823489
373.280426	Positive	410425.5655	3.00303251	3.30303251
373.2805481	Positive	1073738.014	4.456011687	4.756011687
373.2846069	Positive	249491.1047	8.222123983	8.522123983
373.2852478	Positive	164288.2434	8.201532925	8.501532925
373.2938232	Positive	3734304.844	11.33460808	11.63460808
373.2944336	Positive	1266721.997	9.439450212	9.739450212
374.3079834	Positive	62972.9225	9.633193873	9.933193873
373.3114014	Positive	39503462.36	11.45684136	11.75684136
373.3499756	Positive	1268029.441	10.55711342	10.85711342
373.6522827	Positive	70791.51255	4.534607705	4.834607705
373.7047119	Positive	193456.4103	3.067601331	3.367601331
373.7129517	Positive	370719.6454	6.415541375	6.715541375
374.1011353	Positive	107394.081	2.898219587	3.198219587
374.1075745	Positive	564375.7802	0.315442423	0.615442423
374.1075745	Positive	1580894.761	0.350998607	0.650998607
374.1278992	Positive	279590530.4	7.785922048	8.085922048
374.1285095	Positive	1566695.249	0.164682751	0.464682751
374.1435547	Positive	28002775.97	3.225970584	3.525970584
374.1437378	Positive	18672848.84	3.593873256	3.893873256
374.1437378	Positive	142147.22	3.894430054	4.194430054
374.1439514	Positive	118159.1348	1.797490674	2.097490674
374.1440735	Positive	2129509.43	0.786188726	1.086188726
374.1470337	Positive	725184.744	0.34856692	0.64856692
374.1477661	Positive	686678.5017	0.420546034	0.720546034
374.1564636	Positive	2685308.097	3.852347566	4.152347566
374.1564941	Positive	133253.5523	4.101292931	4.401292931
374.1596069	Positive	369338.3367	9.207686889	9.507686889
374.1596069	Positive	139640.1078	9.238521953	9.538521953
374.1650696	Positive	2627379.87	0.272664883	0.572664883
374.173584	Positive	1319646.258	3.392994395	3.692994395
374.1738892	Positive	65636.96922	2.896007033	3.196007033
374.1739807	Positive	260783.8564	3.428799659	3.728799659
374.1794434	Positive	234901.637	3.185533755	3.485533755
374.179657	Positive	305955.6688	4.238892112	4.538892112
374.1801453	Positive	27206137.7	5.919899965	6.219899965
374.1808167	Positive	1074004.596	0.523216185	0.823216185
375.1901855	Positive	269968.1023	4.141123551	4.441123551
374.1950073	Positive	274228.2743	9.460921974	9.760921974
374.1968689	Positive	272390.7442	4.369629901	4.669629901
374.1975708	Positive	201618.7205	4.285285783	4.585285783
374.197998	Positive	179096.7346	5.259226375	5.559226375
374.1981812	Positive	101867.7005	3.40553061	3.70553061
374.1984863	Positive	1323137.292	5.035707652	5.335707652
374.1985168	Positive	95446.48968	4.761090712	5.061090712
374.1985474	Positive	540529.5992	10.59190119	10.89190119
374.1986389	Positive	84104.97178	6.222132119	6.522132119
374.1991272	Positive	167124.5102	5.189948753	5.489948753
374.199646	Positive	335313.7131	2.461461105	2.761461105
374.214325	Positive	183592.1815	6.42445095	6.72445095
374.2165833	Positive	235975.616	4.630915226	4.930915226
374.2277527	Positive	547750.3918	3.104631888	3.404631888
374.2279358	Positive	1376509.041	4.366098414	4.666098414
374.2348633	Positive	146298.0543	9.146136216	9.446136216
374.23526	Positive	244776.2655	9.066176086	9.366176086
374.2693481	Positive	207173.7264	10.69937122	10.99937122
374.2695923	Positive	339550.0905	10.78214545	11.08214545
374.2704773	Positive	107049.5917	6.357758103	6.657758103
374.2709045	Positive	60783.76703	5.409541968	5.709541968
374.2885132	Positive	180528.9002	11.95883761	12.25883761
374.2889709	Positive	1366562.815	10.15920775	10.45920775
374.2890625	Positive	49227440.12	10.73696568	11.03696568
374.289093	Positive	206251.8416	11.77294024	12.07294024
374.2893372	Positive	14872199.56	10.91165137	11.21165137
374.2894592	Positive	7682356.566	10.20632843	10.50632843
374.2894592	Positive	8235779.272	10.37777708	10.67777708
374.2895203	Positive	13255406.71	10.55669701	10.85669701
374.3059998	Positive	426764.3379	11.06533667	11.36533667
374.3061523	Positive	8339810.389	11.83672765	12.13672765
374.3068237	Positive	307792.9688	10.79124539	11.09124539
374.3252869	Positive	368832.2678	10.7775271	11.0775271
374.32547	Positive	3061850.004	12.26826095	12.56826095
374.325531	Positive	66445387.62	11.90060015	12.20060015
374.3256226	Positive	5214446.297	11.77495138	12.07495138
374.3257751	Positive	2503954.242	11.53664956	11.83664956
374.3425598	Positive	132567.2392	10.58276683	10.88276683
374.3432007	Positive	112051.3939	10.69967352	10.99967352
374.3432922	Positive	161701.1635	11.26507226	11.56507226
374.3618164	Positive	146421.0935	12.86201506	13.16201506
374.3618774	Positive	1650510.741	12.3143032	12.6143032
374.9838867	Positive	3211799.957	9.358473963	9.658473963
375.0684204	Positive	1142718.08	0.337897799	0.637897799
375.0907898	Positive	551344.3984	3.396407186	3.696407186
375.0913086	Positive	306849.408	4.225074145	4.525074145
375.0914001	Positive	1081511.614	4.060120356	4.360120356
375.0916138	Positive	513670.5017	4.944456915	5.244456915
375.0916443	Positive	2836450.925	0.452364225	0.752364225
375.0917053	Positive	342003.2794	2.919703213	3.219703213
375.0918579	Positive	99232.30268	5.428590783	5.728590783
375.0920105	Positive	457395.5432	2.743379302	3.043379302
375.0920105	Positive	388570.8991	3.05057875	3.35057875
375.0922852	Positive	542062.576	4.847127207	5.147127207
375.1064758	Positive	898293.1755	7.594586558	7.894586558
375.10672	Positive	562870.6085	6.307150299	6.607150299
375.1068726	Positive	1167009.711	8.368476174	8.668476174
375.1253662	Positive	47836875.55	0.846722141	1.146722141
375.1255188	Positive	10748692.4	0.628197202	0.928197202
375.1255493	Positive	10765919	0.946303387	1.246303387
375.1255798	Positive	5012696.849	0.424373837	0.724373837
375.1256104	Positive	10586378.37	0.714807873	1.014807873
375.1256409	Positive	1287643.411	1.482722113	1.782722113
375.1256714	Positive	724138.3532	2.615054836	2.915054836
375.1256714	Positive	1505022.109	3.073958014	3.373958014
375.1256714	Positive	4525179.007	3.269052425	3.569052425
375.1257629	Positive	769593.7593	2.556027555	2.856027555
375.1429443	Positive	3996862.737	7.344482062	7.644482062
375.1429443	Positive	421257.6212	9.090888617	9.390888617
375.1435547	Positive	1017686.966	6.763004884	7.063004884
375.1439819	Positive	583175.7898	8.117460805	8.417460805
375.1633911	Positive	722186.7921	3.802722112	4.102722112
375.1633911	Positive	767277.2817	3.846404059	4.146404059
375.1644897	Positive	408939.433	2.641517795	2.941517795
375.1689148	Positive	105342.9732	10.29258175	10.59258175
375.169281	Positive	87256.36143	10.43055941	10.73055941
375.177124	Positive	62539.88675	6.251989133	6.551989133
375.1776733	Positive	75548.73435	6.348259292	6.648259292
375.178833	Positive	7641891.037	3.805258187	4.105258187
375.1790161	Positive	4011654.024	3.784245955	4.084245955
375.1790161	Positive	3766771.808	3.843164094	4.143164094
375.1791992	Positive	686386.0744	6.583827268	6.883827268
375.1792603	Positive	65923.19008	8.053190131	8.353190131
375.1792603	Positive	234225.1614	8.219794788	8.519794788
375.1906433	Positive	2483129.016	4.011790219	4.311790219
375.1923828	Positive	441553.9748	9.580618086	9.880618086
375.1928101	Positive	800208.967	9.735280094	10.03528009
375.194519	Positive	106547.2948	4.475624555	4.775624555
375.198822	Positive	420831.4359	4.21261204	4.51261204
375.2017212	Positive	195639.6731	3.47357574	3.77357574
375.2044678	Positive	216249.9716	8.670541515	8.970541515
375.2121277	Positive	294760.3064	4.284831428	4.584831428
375.2123108	Positive	167244.572	4.376249749	4.676249749
375.213562	Positive	722378.4746	9.148315523	9.448315523
375.2156677	Positive	609671.5524	8.685431377	8.985431377
375.2156677	Positive	270305.1401	10.69130055	10.99130055
375.2158813	Positive	1267155.5	9.660243818	9.960243818
375.2159119	Positive	4010445.471	10.20043119	10.50043119
375.2164001	Positive	725349.9854	9.721380236	10.02138024
375.2494507	Positive	24637723.06	11.11768385	11.41768385
375.2497559	Positive	3759662.923	11.00616786	11.30616786
376.2686768	Positive	90340.47068	10.38221421	10.68221421
375.2672424	Positive	206227.1693	11.27574319	11.57574319
375.2739563	Positive	1268640.851	8.586093906	8.886093906
375.2874146	Positive	341093.3218	11.59056885	11.89056885
375.2893677	Positive	386645.9335	10.44130134	10.74130134
375.2893982	Positive	582323.4605	10.78643527	11.08643527
375.2901917	Positive	135210.0648	8.920759287	9.220759287
375.3250122	Positive	406034.5725	12.06329846	12.36329846
375.3270874	Positive	1024518.24	11.51118067	11.81118067
375.328949	Positive	1498138.52	11.76486537	12.06486537
375.3614502	Positive	301292.1004	11.3434243	11.6434243
376.0372925	Positive	593791.2686	9.468287595	9.768287595
376.054657	Positive	871284.2995	9.678310276	9.978310276
376.1019897	Positive	220902.3049	2.624514452	2.924514452
376.1250305	Positive	341981.9243	9.339016648	9.639016648
376.1250305	Positive	745868.178	9.393265623	9.693265623
376.1340942	Positive	4933883.096	7.783824877	8.083824877
376.1348877	Positive	1791469.812	8.825250559	9.125250559
376.1417542	Positive	129450.8085	3.078525914	3.378525914
376.1463928	Positive	132572.973	8.11512553	8.41512553
376.1594543	Positive	320169.06	3.182925421	3.482925421
376.159668	Positive	197434.2819	2.529448631	2.829448631
376.1596985	Positive	558197.5865	1.625640662	1.925640662
376.1746521	Positive	3023048.6	3.170294617	3.470294617
376.1775818	Positive	56366.1575	3.570807931	3.870807931
376.1838074	Positive	277289.696	4.033794611	4.333794611
376.1860962	Positive	327425.0824	2.827961227	3.127961227
376.1864929	Positive	123319.0433	3.954643401	4.254643401
376.1894836	Positive	942497.6615	9.08393233	9.38393233
376.1958923	Positive	2811472.327	3.97883235	4.27883235
376.1961975	Positive	915298.3601	4.526348828	4.826348828
376.2013245	Positive	902881.9572	9.151747441	9.451747441
376.2016907	Positive	900114.9323	10.28577851	10.58577851
376.2034912	Positive	105265.4393	2.979764389	3.279764389
376.2080078	Positive	170495.6034	0.981835845	1.281835845
376.2127991	Positive	1705337.911	6.049828838	6.349828838
376.2129211	Positive	2146297.679	6.147349531	6.447349531
376.2131042	Positive	121841.8595	4.807941344	5.107941344
376.2131042	Positive	879878.1326	6.188087803	6.488087803
376.2131653	Positive	135043.969	5.565828115	5.865828115
376.2132263	Positive	62320.32293	4.261337494	4.561337494
376.2133484	Positive	701457.212	4.496202873	4.796202873
376.213623	Positive	81965.82305	5.337923616	5.637923616
